accession,symbol,description,log2FC,pval,padj
P09382,LGALS1,Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2,0.6197515917857732,0.00031917252902049435,0.0013685919337765944
O94762,RECQL5,ATP-dependent DNA helicase Q5 OS=Homo sapiens OX=9606 GN=RECQL5 PE=1 SV=2,0.12131243119072099,0.0003200347787272721,0.0013713998424787577
P10155,RO60,60 kDa SS-A/Ro ribonucleoprotein OS=Homo sapiens OX=9606 GN=RO60 PE=1 SV=2,0.09012879753390912,0.00032067695317827366,0.0013727831798737951
P83111,LACTB,"Serine beta-lactamase-like protein LACTB, mitochondrial OS=Homo sapiens OX=9606 GN=LACTB PE=1 SV=2",0.2050895142628688,0.0003207728392173342,0.0013727831798737951
Q7LG56,RRM2B,Ribonucleoside-diphosphate reductase subunit M2 B OS=Homo sapiens OX=9606 GN=RRM2B PE=1 SV=1,0.25800593672132344,0.00032150783595229687,0.001375038687785632
Q8NC56,LEMD2,LEM domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LEMD2 PE=1 SV=1,0.07059924389931344,0.0003225525926906234,0.0013781449397080527
Q9Y696,CLIC4,Chloride intracellular channel protein 4 OS=Homo sapiens OX=9606 GN=CLIC4 PE=1 SV=4,0.08616207848754698,0.00032265099314399056,0.0013781449397080527
Q9BV38,WDR18,WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2,-0.08477336388043621,0.00032324140990749916,0.00137933226758251
Q6PIU2,NCEH1,Neutral cholesterol ester hydrolase 1 OS=Homo sapiens OX=9606 GN=NCEH1 PE=1 SV=3,0.21316520174604792,0.00032334619097896107,0.00137933226758251
O60684,KPNA6,Importin subunit alpha-7 OS=Homo sapiens OX=9606 GN=KPNA6 PE=1 SV=1,-0.11229783387245451,0.0003238866275694597,0.0013807468610504625
Q96EU6,RRP36,Ribosomal RNA processing protein 36 homolog OS=Homo sapiens OX=9606 GN=RRP36 PE=1 SV=1,-0.20888903049087482,0.00032724407119343366,0.001394160952790582
Q13619,CUL4A,Cullin-4A OS=Homo sapiens OX=9606 GN=CUL4A PE=1 SV=3,-0.1085859817032031,0.0003283357369880458,0.0013979110708080868
Q9UKN8,GTF3C4,General transcription factor 3C polypeptide 4 OS=Homo sapiens OX=9606 GN=GTF3C4 PE=1 SV=2,-0.1455468849154764,0.0003285928630094079,0.0013981055406809557
Q5T1R4,HIVEP3,Transcription factor HIVEP3 OS=Homo sapiens OX=9606 GN=HIVEP3 PE=2 SV=1,0.4724506496607601,0.00032981166672824683,0.0014020837406335661
Q9Y450,HBS1L,HBS1-like protein OS=Homo sapiens OX=9606 GN=HBS1L PE=1 SV=1,-0.11400802672458887,0.00032995195106258756,0.0014020837406335661
P23743,DGKA,Diacylglycerol kinase alpha OS=Homo sapiens OX=9606 GN=DGKA PE=1 SV=3,0.1362639702416789,0.00033168376960308795,0.0014085376265996258
Q92613,JADE3,Protein Jade-3 OS=Homo sapiens OX=9606 GN=JADE3 PE=1 SV=1,-0.3399450952363079,0.0003322959144403444,0.0014087906462026502
Q8N465,D2HGDH,"D-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=D2HGDH PE=1 SV=3",0.09155746844717072,0.0003323331314052688,0.0014087906462026502
Q14683,SMC1A,Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2,0.051696108486830816,0.00033238254810588847,0.0014087906462026502
P40692,MLH1,DNA mismatch repair protein Mlh1 OS=Homo sapiens OX=9606 GN=MLH1 PE=1 SV=1,-0.08774907219534955,0.00033310124007437947,0.0014109323506545784
P09668,CTSH,Pro-cathepsin H OS=Homo sapiens OX=9606 GN=CTSH PE=1 SV=4,0.20009078047400247,0.0003333331157147283,0.0014110106025005014
O15400,STX7,Syntaxin-7 OS=Homo sapiens OX=9606 GN=STX7 PE=1 SV=4,0.2961603848268324,0.0003335503493045825,0.0014110268135648749
Q96JM3,CHAMP1,Chromosome alignment-maintaining phosphoprotein 1 OS=Homo sapiens OX=9606 GN=CHAMP1 PE=1 SV=2,0.130089031848458,0.00033440366050130197,0.001413732099254865
P30101,PDIA3,Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4,0.21888224778857257,0.00033479738369484663,0.0014144922051056396
P55809,OXCT1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=OXCT1 PE=1 SV=1",0.1671343267933909,0.0003366410431578251,0.0014213732933330396
O75352,MPDU1,Mannose-P-dolichol utilization defect 1 protein OS=Homo sapiens OX=9606 GN=MPDU1 PE=1 SV=2,0.3512661597208746,0.00034042260436714666,0.0014364226292760522
P45974,USP5,Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2,0.07759379222145624,0.0003408285042438345,0.0014372181569261694
Q15286,RAB35,Ras-related protein Rab-35 OS=Homo sapiens OX=9606 GN=RAB35 PE=1 SV=1,0.07744003445062042,0.00034149909224746324,0.0014391281057617763
Q5U5X0,LYRM7,Complex III assembly factor LYRM7 OS=Homo sapiens OX=9606 GN=LYRM7 PE=1 SV=1,-0.3179131869083278,0.00034206804468693916,0.001440427502704964
P17987,TCP1,T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1,-0.06737064453829067,0.0003424489599464426,0.001440427502704964
Q9BZL1,UBL5,Ubiquitin-like protein 5 OS=Homo sapiens OX=9606 GN=UBL5 PE=1 SV=1,-0.09456388543186295,0.0003424609852166067,0.001440427502704964
Q96CN7,ISOC1,Isochorismatase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ISOC1 PE=1 SV=3,0.12957255666015755,0.0003445741849830498,0.0014479661615933532
Q9Y6Y0,IVNS1ABP,Influenza virus NS1A-binding protein OS=Homo sapiens OX=9606 GN=IVNS1ABP PE=1 SV=3,-0.40296693569189834,0.0003446912792419749,0.0014479661615933532
Q9Y294,ASF1A,Histone chaperone ASF1A OS=Homo sapiens OX=9606 GN=ASF1A PE=1 SV=1,-0.1935978717549937,0.0003454806249795104,0.0014495675895333283
P26639,TARS1,"Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1 PE=1 SV=3",-0.13970879576645112,0.0003456343412968747,0.0014495675895333283
P39748,FEN1,Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1,-0.083635628317424,0.0003457302009519145,0.0014495675895333283
O75843,AP1G2,AP-1 complex subunit gamma-like 2 OS=Homo sapiens OX=9606 GN=AP1G2 PE=1 SV=1,0.2082691634994429,0.00034665579621191933,0.001452527328614202
Q92896,GLG1,Golgi apparatus protein 1 OS=Homo sapiens OX=9606 GN=GLG1 PE=1 SV=2,0.10710061344475497,0.00034782534374068556,0.0014565048592865186
Q9NR28,DIABLO,"Diablo homolog, mitochondrial OS=Homo sapiens OX=9606 GN=DIABLO PE=1 SV=1",0.18170829802713645,0.00034849332116246377,0.0014583783794469686
P60484,PTEN,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN OS=Homo sapiens OX=9606 GN=PTEN PE=1 SV=1",0.09906058506581439,0.0003492304889149201,0.0014598818416703214
P40818,USP8,Ubiquitin carboxyl-terminal hydrolase 8 OS=Homo sapiens OX=9606 GN=USP8 PE=1 SV=1,-0.09330566830896103,0.00034942767177161395,0.0014598818416703214
O00418,EEF2K,Eukaryotic elongation factor 2 kinase OS=Homo sapiens OX=9606 GN=EEF2K PE=1 SV=2,-0.1460480566328568,0.0003495149660260313,0.0014598818416703214
Q9Y4E8,USP15,Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens OX=9606 GN=USP15 PE=1 SV=3,-0.13471633621053147,0.0003497425436218911,0.0014599101631489544
O60879,DIAPH2,Protein diaphanous homolog 2 OS=Homo sapiens OX=9606 GN=DIAPH2 PE=1 SV=1,0.07744732026743534,0.000350293802960966,0.0014612887225097205
Q96MX0,CMTM3,CKLF-like MARVEL transmembrane domain-containing protein 3 OS=Homo sapiens OX=9606 GN=CMTM3 PE=1 SV=1,0.28602503974606436,0.0003525636014463765,0.0014698300963199506
O60518,RANBP6,Ran-binding protein 6 OS=Homo sapiens OX=9606 GN=RANBP6 PE=1 SV=2,-0.1643293437611142,0.00035413683033692857,0.0014754585521031956
Q9UID6,ZNF639,Zinc finger protein 639 OS=Homo sapiens OX=9606 GN=ZNF639 PE=1 SV=1,-0.2184970456333164,0.00035544455159496454,0.0014799744175981772
P78347,GTF2I,General transcription factor II-I OS=Homo sapiens OX=9606 GN=GTF2I PE=1 SV=2,0.12437706321111719,0.00035608339860175294,0.0014814228424703856
Q86XI2,NCAPG2,Condensin-2 complex subunit G2 OS=Homo sapiens OX=9606 GN=NCAPG2 PE=1 SV=1,-0.15159147983446108,0.0003562405201947842,0.0014814228424703856
Q15018,ABRAXAS2,BRISC complex subunit Abraxas 2 OS=Homo sapiens OX=9606 GN=ABRAXAS2 PE=1 SV=2,0.13958676321430258,0.00035784001553135317,0.0014871390211774402
Q99614,TTC1,Tetratricopeptide repeat protein 1 OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1,-0.11463861181193558,0.0003606947068821981,0.0014980611821011898
P05496,ATP5MC1,"ATP synthase F(0) complex subunit C1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MC1 PE=1 SV=2",0.23647051186399537,0.000361398958923132,0.0015000438897675762
Q9UJA5,TRMT6,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 OS=Homo sapiens OX=9606 GN=TRMT6 PE=1 SV=1,-0.11348725518901004,0.000362029128912887,0.0015013911186684962
Q9H467,CUEDC2,CUE domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CUEDC2 PE=1 SV=1,-0.35889101431694426,0.00036217768213494427,0.0015013911186684962
Q9BXS5,AP1M1,AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP1M1 PE=1 SV=3,0.19602567019629857,0.00036343623356004627,0.0015056643961773345
Q9H0K6,PUS7L,Pseudouridylate synthase 7 homolog-like protein OS=Homo sapiens OX=9606 GN=PUS7L PE=1 SV=1,-0.24264086713778,0.0003640432170275378,0.001507234659352586
Q8TBX8,PIP4K2C,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Homo sapiens OX=9606 GN=PIP4K2C PE=1 SV=3,0.17115299477214602,0.0003652058786703379,0.0015111021713193206
O75419,CDC45,Cell division control protein 45 homolog OS=Homo sapiens OX=9606 GN=CDC45 PE=1 SV=1,-0.13824096649859552,0.00036648139100230523,0.0015154314930001514
Q15650,TRIP4,Activating signal cointegrator 1 OS=Homo sapiens OX=9606 GN=TRIP4 PE=1 SV=4,0.11567185811022274,0.0003680492939416612,0.001520963707213915
Q9BY43,CHMP4A,Charged multivesicular body protein 4a OS=Homo sapiens OX=9606 GN=CHMP4A PE=1 SV=3,0.09383347531122221,0.00037104819258054067,0.0015323989065225078
Q8IWA0,WDR75,WD repeat-containing protein 75 OS=Homo sapiens OX=9606 GN=WDR75 PE=1 SV=1,-0.09553905802573803,0.00037265178222895115,0.0015368568788931994
O43776,NARS1,"Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1",-0.08946326827369022,0.0003729060611085804,0.0015368568788931994
O00399,DCTN6,Dynactin subunit 6 OS=Homo sapiens OX=9606 GN=DCTN6 PE=1 SV=1,0.10201337888365694,0.00037328056796821465,0.0015368568788931994
P57678,GEMIN4,Gem-associated protein 4 OS=Homo sapiens OX=9606 GN=GEMIN4 PE=1 SV=2,-0.2007056456385321,0.00037338482665724427,0.0015368568788931994
P36776,LONP1,"Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=2",0.06281040449094721,0.0003733996595615771,0.0015368568788931994
P49750,YLPM1,YLP motif-containing protein 1 OS=Homo sapiens OX=9606 GN=YLPM1 PE=1 SV=4,0.09368835738962122,0.00037352223296753957,0.0015368568788931994
P49792,RANBP2,E3 SUMO-protein ligase RanBP2 OS=Homo sapiens OX=9606 GN=RANBP2 PE=1 SV=2,-0.07823624046647737,0.0003741612060372165,0.0015385285412425843
P28288,ABCD3,ATP-binding cassette sub-family D member 3 OS=Homo sapiens OX=9606 GN=ABCD3 PE=1 SV=1,-0.10656086710704987,0.00037502231880744163,0.0015411109831913014
O15355,PPM1G,Protein phosphatase 1G OS=Homo sapiens OX=9606 GN=PPM1G PE=1 SV=1,-0.19940432312622214,0.00037577515825330484,0.0015432455567520817
P23396,RPS3,40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2,-0.11460944665162032,0.00037708836138844714,0.001547677371508636
Q13123,IK,Protein Red OS=Homo sapiens OX=9606 GN=IK PE=1 SV=3,-0.18015402404105219,0.0003788350979072699,0.0015538819276444595
P84098,RPL19,60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1,-0.16326559439610655,0.0003835269782164921,0.001571774632717162
P22695,UQCRC2,"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3",0.1611354174874604,0.00038367275517324555,0.001571774632717162
P29692,EEF1D,Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=5,-0.09483854719470308,0.0003840631476576825,0.0015723997104102765
Q5GLZ8,HERC4,Probable E3 ubiquitin-protein ligase HERC4 OS=Homo sapiens OX=9606 GN=HERC4 PE=1 SV=1,0.17222671116979854,0.00038587252108638633,0.0015788298944450412
P01106,MYC,Myc proto-oncogene protein OS=Homo sapiens OX=9606 GN=MYC PE=1 SV=1,-0.17250311204120372,0.0003877049095946175,0.0015853462351512746
O60784,TOM1,Target of Myb protein 1 OS=Homo sapiens OX=9606 GN=TOM1 PE=1 SV=2,0.16027344894284035,0.00038804181254277004,0.0015857431795629144
O94913,PCF11,Pre-mRNA cleavage complex 2 protein Pcf11 OS=Homo sapiens OX=9606 GN=PCF11 PE=1 SV=3,-0.12065784259395795,0.00038908977123017197,0.0015890435870129075
Q8WY22,BRI3BP,BRI3-binding protein OS=Homo sapiens OX=9606 GN=BRI3BP PE=1 SV=1,0.2790530100726697,0.00038960480050757363,0.0015901647783679487
Q9NVP1,DDX18,ATP-dependent RNA helicase DDX18 OS=Homo sapiens OX=9606 GN=DDX18 PE=1 SV=2,-0.11974632172206245,0.0003922116905055922,0.0015998172101313853
P41223,BUD31,Protein BUD31 homolog OS=Homo sapiens OX=9606 GN=BUD31 PE=1 SV=2,-0.1778431655302104,0.00039449698309786157,0.0016081467646381386
Q86WP2,GPBP1,Vasculin OS=Homo sapiens OX=9606 GN=GPBP1 PE=1 SV=1,-0.31859523251546884,0.0003967922711499604,0.0016165067756275652
Q8IWI9,MGA,MAX gene-associated protein OS=Homo sapiens OX=9606 GN=MGA PE=1 SV=4,-0.4973445745534155,0.0003993127922067306,0.0016257735111274033
Q8IX90,SKA3,Spindle and kinetochore-associated protein 3 OS=Homo sapiens OX=9606 GN=SKA3 PE=1 SV=2,-0.3019237411026898,0.00039978818892417794,0.0016267073877948705
Q8IXI1,RHOT2,Mitochondrial Rho GTPase 2 OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2,0.1083477654143069,0.0004025262084256619,0.001636716722548396
Q96B96,TMEM159,Lipid droplet assembly factor 1 OS=Homo sapiens OX=9606 GN=TMEM159 PE=1 SV=2,0.1778955339785684,0.00040274321046373867,0.001636716722548396
P48507,GCLM,Glutamate--cysteine ligase regulatory subunit OS=Homo sapiens OX=9606 GN=GCLM PE=1 SV=1,-0.14877191788704786,0.0004044811999752518,0.001641862414140919
Q15700,DLG2,Disks large homolog 2 OS=Homo sapiens OX=9606 GN=DLG2 PE=1 SV=3,0.26196192655399275,0.00040450603034415563,0.001641862414140919
P36956,SREBF1,Sterol regulatory element-binding protein 1 OS=Homo sapiens OX=9606 GN=SREBF1 PE=1 SV=2,-0.32210332740400993,0.0004067705620070098,0.0016500410772946927
Q9P253,VPS18,Vacuolar protein sorting-associated protein 18 homolog OS=Homo sapiens OX=9606 GN=VPS18 PE=1 SV=2,0.12651962759537394,0.00040792742235949686,0.0016534114224433904
Q96K76,USP47,Ubiquitin carboxyl-terminal hydrolase 47 OS=Homo sapiens OX=9606 GN=USP47 PE=1 SV=3,-0.05682064995037983,0.0004083113528569843,0.0016534114224433904
Q8TBA6,GOLGA5,Golgin subfamily A member 5 OS=Homo sapiens OX=9606 GN=GOLGA5 PE=1 SV=3,0.1499666602697246,0.00040837831350652,0.0016534114224433904
Q8IWP9,CCDC28A,Coiled-coil domain-containing protein 28A OS=Homo sapiens OX=9606 GN=CCDC28A PE=1 SV=1,0.3728488312553635,0.00040860167336244705,0.0016534114224433904
P26641,EEF1G,Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3,-0.20351361714656901,0.0004103958946021686,0.0016596560581709715
Q15814,TBCC,Tubulin-specific chaperone C OS=Homo sapiens OX=9606 GN=TBCC PE=1 SV=2,0.10672414723188162,0.00041224224128904116,0.0016661037282415282
P25440,BRD2,Bromodomain-containing protein 2 OS=Homo sapiens OX=9606 GN=BRD2 PE=1 SV=2,-0.15793820983102394,0.0004138551628610358,0.0016706027737119129
Q12965,MYO1E,Unconventional myosin-Ie OS=Homo sapiens OX=9606 GN=MYO1E PE=1 SV=2,0.12820584232396648,0.0004138607597308096,0.0016706027737119129
Q12788,TBL3,Transducin beta-like protein 3 OS=Homo sapiens OX=9606 GN=TBL3 PE=1 SV=2,-0.19398440748674295,0.00041498730738156233,0.0016741281735246432
Q8TDQ7,GNPDA2,Glucosamine-6-phosphate isomerase 2 OS=Homo sapiens OX=9606 GN=GNPDA2 PE=1 SV=1,0.32689867740826006,0.0004155044732115067,0.0016751924249234647
P34949,MPI,Mannose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=MPI PE=1 SV=2,0.12990233130545747,0.0004182763800854444,0.0016853402956276407
Q32P41,TRMT5,tRNA (guanine(37)-N1)-methyltransferase OS=Homo sapiens OX=9606 GN=TRMT5 PE=1 SV=2,0.09170283172329174,0.00041861393308060613,0.0016856731580566185
Q9HCE0,EPG5,Ectopic P granules protein 5 homolog OS=Homo sapiens OX=9606 GN=EPG5 PE=1 SV=2,0.2512744837206551,0.00042032753125093996,0.0016915432967931922
Q86UK7,ZNF598,E3 ubiquitin-protein ligase ZNF598 OS=Homo sapiens OX=9606 GN=ZNF598 PE=1 SV=1,-0.3661904409330721,0.00042195092771801356,0.0016963078109417686
P62258,YWHAE,14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1,0.11331615451745058,0.00042202455369014057,0.0016963078109417686
Q5T2D3,OTUD3,OTU domain-containing protein 3 OS=Homo sapiens OX=9606 GN=OTUD3 PE=1 SV=1,-0.40247092293233866,0.0004225122629416083,0.001697236380662159
P04844,RPN2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens OX=9606 GN=RPN2 PE=1 SV=3,0.08160743711687157,0.00042282575788407466,0.0016974644269153016
Q92608,DOCK2,Dedicator of cytokinesis protein 2 OS=Homo sapiens OX=9606 GN=DOCK2 PE=1 SV=2,0.2010138509714503,0.00042376576748601256,0.0017002058583844145
O14929,HAT1,Histone acetyltransferase type B catalytic subunit OS=Homo sapiens OX=9606 GN=HAT1 PE=1 SV=1,-0.22061867770529986,0.00042450204832338256,0.0017021270730832054
P35250,RFC2,Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=3,-0.13704958944536005,0.00042656881333432334,0.0017093119618100932
P00488,F13A1,Coagulation factor XIII A chain OS=Homo sapiens OX=9606 GN=F13A1 PE=1 SV=4,0.6624323097363098,0.00042681182640079613,0.0017093119618100932
Q9BX95,SGPP1,Sphingosine-1-phosphate phosphatase 1 OS=Homo sapiens OX=9606 GN=SGPP1 PE=1 SV=2,0.19886762546648948,0.0004270694738218805,0.0017093119618100932
Q9UFC0,LRWD1,Leucine-rich repeat and WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=LRWD1 PE=1 SV=2,-0.09164196336606878,0.0004284122340645441,0.0017136489362581764
O95721,SNAP29,Synaptosomal-associated protein 29 OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1,-0.139205995255678,0.0004305231143594012,0.0017210512890836521
Q12905,ILF2,Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=2,0.043396790103409355,0.0004312969289581804,0.0017221226148257463
P11413,G6PD,Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4,0.08985503125360017,0.00043132496162389186,0.0017221226148257463
A0JNW5,UHRF1BP1L,UHRF1-binding protein 1-like OS=Homo sapiens OX=9606 GN=UHRF1BP1L PE=1 SV=2,-0.16326589285505078,0.00043157247017033595,0.0017221226148257463
Q02880,TOP2B,DNA topoisomerase 2-beta OS=Homo sapiens OX=9606 GN=TOP2B PE=1 SV=3,-0.05935197595666164,0.000432782065077316,0.0017259077287643024
P82912,MRPS11,"28S ribosomal protein S11, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS11 PE=1 SV=2",0.21041604833580685,0.0004332844809059655,0.0017263845933336254
O95456,PSMG1,Proteasome assembly chaperone 1 OS=Homo sapiens OX=9606 GN=PSMG1 PE=1 SV=1,-0.2216783327904428,0.0004334238392216906,0.0017263845933336254
Q16643,DBN1,Drebrin OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=4,-0.09644965094488533,0.00043378721983137125,0.0017267917504666024
A5YKK6,CNOT1,CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2,-0.04326977916990904,0.00043410374758334747,0.0017270120210716568
Q7Z6I8,C5ORF24,UPF0461 protein C5orf24 OS=Homo sapiens OX=9606 GN=C5orf24 PE=1 SV=1,0.2910464023611361,0.00043445393610730453,0.0017272516086555968
Q8N9T8,KRI1,Protein KRI1 homolog OS=Homo sapiens OX=9606 GN=KRI1 PE=1 SV=3,0.09108742928919411,0.0004346864302484744,0.0017272516086555968
Q9Y3B2,EXOSC1,Exosome complex component CSL4 OS=Homo sapiens OX=9606 GN=EXOSC1 PE=1 SV=1,-0.12328478488115943,0.00043708894557211976,0.0017346748555013792
Q6PGP7,TTC37,Tetratricopeptide repeat protein 37 OS=Homo sapiens OX=9606 GN=TTC37 PE=1 SV=1,0.09771595340431416,0.00043733940394638624,0.0017346748555013792
P49959,MRE11,Double-strand break repair protein MRE11 OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=3,0.10950085300752876,0.0004374817288444839,0.0017346748555013792
P38571,LIPA,Lysosomal acid lipase/cholesteryl ester hydrolase OS=Homo sapiens OX=9606 GN=LIPA PE=1 SV=2,0.28300920599017054,0.00043760400166005753,0.0017346748555013792
Q58FF7,HSP90AB3P,Putative heat shock protein HSP 90-beta-3 OS=Homo sapiens OX=9606 GN=HSP90AB3P PE=5 SV=1,0.15044956617025385,0.00043885870892730307,0.0017386062213465116
Q14571,ITPR2,"Inositol 1,4,5-trisphosphate receptor type 2 OS=Homo sapiens OX=9606 GN=ITPR2 PE=1 SV=2",0.21891538260729515,0.0004400655360855813,0.0017423433081424334
Q14145,KEAP1,Kelch-like ECH-associated protein 1 OS=Homo sapiens OX=9606 GN=KEAP1 PE=1 SV=2,-0.1410240623203045,0.00044147930995422054,0.0017468947919912065
P25787,PSMA2,Proteasome subunit alpha type-2 OS=Homo sapiens OX=9606 GN=PSMA2 PE=1 SV=2,0.08229763447066984,0.00044210391463863036,0.001748320026070947
Q13542,EIF4EBP2,Eukaryotic translation initiation factor 4E-binding protein 2 OS=Homo sapiens OX=9606 GN=EIF4EBP2 PE=1 SV=1,0.1463996053458474,0.0004431117669986707,0.0017507123584028284
Q13948,CUX1,Protein CASP OS=Homo sapiens OX=9606 GN=CUX1 PE=1 SV=2,0.14684157417811539,0.0004432384283070682,0.0017507123584028284
Q9Y512,SAMM50,Sorting and assembly machinery component 50 homolog OS=Homo sapiens OX=9606 GN=SAMM50 PE=1 SV=3,0.08541565598496037,0.0004454712709575145,0.001757983777163897
Q92917,GPKOW,G-patch domain and KOW motifs-containing protein OS=Homo sapiens OX=9606 GN=GPKOW PE=1 SV=2,-0.15751839950656477,0.0004457603927410858,0.001757983777163897
Q6PD62,CTR9,RNA polymerase-associated protein CTR9 homolog OS=Homo sapiens OX=9606 GN=CTR9 PE=1 SV=1,-0.15674886006266675,0.000445877010632767,0.001757983777163897
Q9NZ32,ACTR10,Actin-related protein 10 OS=Homo sapiens OX=9606 GN=ACTR10 PE=1 SV=1,0.11305991821682593,0.00044646708739089626,0.0017584604559053609
